,,,,,,,,,,,,,,,比例名簿順,把握
なんば みちよ,270,東京4区,,,難波,美智代,なんば,みちよ,43,希望,,新,0,比例,,
あおやま こうへい,271,東京4区,,,青山,昂平,あおやま,こうへい,26,共産,,新,0,,,
てづか よしお,272,東京5区,,,手塚,仁雄,てづか,よしお,51,立憲,,元,3,比例,,
ふくだ みねゆき,273,東京5区,,,福田,峰之,ふくだ,みねゆき,53,希望,,前,3,比例,,
わかみや けんじ,274,東京5区,,,若宮,健嗣,わかみや,けんじ,56,自民,公明,前,3,比例,,
おち たかお,275,東京6区,,,越智,隆雄,おち,たかお,53,自民,公明,前,3,比例,,
おちあい たかゆき,276,東京6区,,,落合,貴之,おちあい,たかゆき,38,立憲,,前,1,比例,,
なかおか まき,277,東京6区,,,中岡,茉妃,なかおか,まき,26,諸派,,新,0,,,
うえまつ えみこ,278,東京6区,,,植松,恵美子,うえまつ,えみこ,49,希望,,新,0,比例,,
まつもと ふみあき,279,東京7区,,,松本,文明,まつもと,ふみあき,68,自民,公明,前,3,比例,,
ながつま あきら,280,東京7区,,,長妻,昭,ながつま,あきら,57,立憲,,前,6,比例,,
あらき あきひろ,281,東京7区,,,荒木,章博,あらき,あきひろ,64,希望,,新,0,比例,,
いのうえ いくま,282,東京7区,,,井上,郁磨,いのうえ,いくま,26,無所,,新,0,,,
きうち たかたね,283,東京8区,,,木内,孝胤,きうち,たかたね,51,希望,,前,2,比例,,
まどか よりこ,284,東京8区,,,円,より子,まどか,よりこ,70,無所,,新,0,,,
さいとう いくま,285,東京8区,,,斎藤,郁真,さいとう,いくま,29,諸派,,新,0,,,
おさない ふみこ,286,東京8区,,,長内,史子,おさない,ふみこ,29,共産,,新,0,,,
よしだ はるみ,287,東京8区,,,吉田,晴美,よしだ,はるみ,45,立憲,,新,0,比例,,
いしはら のぶてる,288,東京8区,,,石原,伸晃,いしはら,のぶてる,60,自民,公明,前,9,比例,,
たかまつ さとし,289,東京9区,,,高松,智之,たかまつ,さとし,43,希望,,新,0,比例,,
はら じゅんこ,290,東京9区,,,原,純子,はら,じゅんこ,53,共産,,新,0,比例,,
すがわら いっしゅう,291,東京9区,,,菅原,一秀,すがわら,いっしゅう,55,自民,公明,前,5,比例,,
まえだ よしなり,292,東京9区,,,前田,吉成,まえだ,よしなり,62,無所,,新,0,,,
わかさ まさる,293,東京10区,,,若狭,勝,わかさ,まさる,60,希望,,前,2,比例,,
すずき ようすけ,294,東京10区,,,鈴木,庸介,すずき,ようすけ,41,立憲,,新,0,比例,,
すずき はやと,295,東京10区,,,鈴木,隼人,すずき,はやと,40,自民,公明,前,1,比例,,
きし よしのぶ,296,東京10区,,,岸,良信,きし,よしのぶ,62,共産,,新,0,,,
よしい としみつ,297,東京10区,,,吉井,利光,よしい,としみつ,35,諸派,,新,0,,,
こやま とおる,298,東京10区,,,小山,徹,こやま,とおる,42,無所,,新,0,,,
ししど ちえ,299,東京11区,,,宍戸,千絵,ししど,ちえ,39,希望,,新,0,比例,,
まえだ じゅんいちろう,300,東京11区,,,前田,順一郎,まえだ,じゅんいちろう,42,立憲,,新,0,比例,,
しもむら はくぶん,301,東京11区,,,下村,博文,しもむら,はくぶん,63,自民,公明,前,7,比例,,
こづつみ あずま,302,東京11区,,,小堤,東,こづつみ,あずま,28,共産,,新,0,,,
なかむら まさる,303,東京12区,,,中村,勝,なかむら,まさる,66,諸派,,新,0,,,
いけうち さおり,304,東京12区,,,池内,沙織,いけうち,さおり,35,共産,,前,1,比例,,
おおた あきひろ,305,東京12区,,,太田,昭宏,おおた,あきひろ,72,公明,自民,前,7,,,
そぶえ もとき,306,東京13区,,,祖父江,元希,そぶえ,もとき,42,共産,,新,0,,,
かもした いちろう,307,東京13区,,,鴨下,一郎,かもした,いちろう,68,自民,公明,前,8,比例,,
きたじょう ともひこ,308,東京13区,,,北條,智彦,きたじょう,ともひこ,34,立憲,,新,0,比例,,
やはぎ あさこ,309,東京14区,,,矢作,麻子,やはぎ,あさこ,39,希望,,新,0,比例,,
あとう かずゆき,310,東京14区,,,阿藤,和之,あとう,かずゆき,46,共産,,新,0,,,
まつしま みどり,311,東京14区,,,松島,みどり,まつしま,みどり,61,自民,公明,前,5,比例,,
せいい みほ,312,東京14区,,,清井,美穂,せいい,みほ,54,諸派,,新,0,,,
おおつか きくお,313,東京14区,,,大塚,紀久雄,おおつか,きくお,76,無所,,新,0,,,
よしだ としお,314,東京15区,,,吉田,年男,よしだ,としお,69,共産,,新,0,,,
かきざわ みと,315,東京15区,,,柿沢,未途,かきざわ,みと,46,希望,,前,3,比例,,
いの たかし,316,東京15区,,,猪野,隆,いの,たかし,52,無所,,新,0,,,
あきもと つかさ,317,東京15区,,,秋元,司,あきもと,つかさ,46,自民,公明,前,2,比例,,
おおにし ひでお,318,東京16区,,,大西,英男,おおにし,ひでお,71,自民,公明,前,2,比例,,
はつしか あきひろ,319,東京16区,,,初鹿,明博,はつしか,あきひろ,48,立憲,,前,2,比例,,
たむら けんじ,320,東京16区,,,田村,謙治,たむら,けんじ,49,希望,,元,3,比例,,
あらい すぎお,321,東京17区,,,新井,杉生,あらい,すぎお,58,共産,,新,0,,,
ひらさわ かつえい,322,東京17区,,,平沢,勝栄,ひらさわ,かつえい,72,自民,,前,7,比例,,
にしだ ちから,323,東京17区,,,西田,主税,にしだ,ちから,55,希望,,新,0,比例,,
ときた あつし,324,東京18区,,,鴇田,敦,ときた,あつし,51,希望,,新,0,比例,,
かん なおと,325,東京18区,,,菅,直人,かん,なおと,71,立憲,,前,12,比例,,
つちや まさただ,326,東京18区,,,土屋,正忠,つちや,まさただ,75,自民,公明,前,3,,,
ささき りか,327,東京19区,,,佐々木,里加,ささき,りか,50,希望,,新,0,比例,,
すぎした しげお,328,東京19区,,,杉下,茂雄,すぎした,しげお,68,共産,,新,0,,,
まつもと ようへい,329,東京19区,,,松本,洋平,まつもと,ようへい,44,自民,公明,前,3,比例,,
すえまつ よしのり,330,東京19区,,,末松,義規,すえまつ,よしのり,60,立憲,,元,5,比例,,
きはら せいじ,331,東京20区,,,木原,誠二,きはら,せいじ,47,自民,公明,前,3,比例,,
かの あきら,332,東京20区,,,鹿野,晃,かの,あきら,44,希望,,新,0,比例,,
みやもと とおる,333,東京20区,,,宮本,徹,みやもと,とおる,45,共産,,前,1,比例,,
こいと けんすけ,334,東京21区,,,小糸,健介,こいと,けんすけ,35,社民,立憲,新,0,比例,,
ながしま あきひさ,335,東京21区,,,長島,昭久,ながしま,あきひさ,55,希望,,前,5,比例,,
あまき なおと,336,東京21区,,,天木,直人,あまき,なおと,70,諸派,,新,0,,,
おだわら きよし,337,東京21区,,,小田原,潔,おだわら,きよし,53,自民,公明,前,2,比例,,
やまはな いくお,338,東京22区,,,山花,郁夫,やまはな,いくお,50,立憲,,元,3,比例,,
いとう たつや,339,東京22区,,,伊藤,達也,いとう,たつや,56,自民,公明,前,7,比例,,
かながさき えみ,340,東京22区,,,金ケ崎,絵美,かながさき,えみ,41,希望,,新,0,比例,,
あべ まこと,341,東京22区,,,阿部,真,あべ,まこと,43,共産,,新,0,,,
まつむら りょうすけ,342,東京23区,,,松村,亮佑,まつむら,りょうすけ,37,共産,,新,0,,,
おぐら まさのぶ,343,東京23区,,,小倉,将信,おぐら,まさのぶ,36,自民,公明,前,2,比例,,
いとう しゅんすけ,344,東京23区,,,伊藤,俊輔,いとう,しゅんすけ,38,希望,,新,0,比例,,
よしば みか,345,東京24区,,,吉羽,美華,よしば,みか,37,希望,,新,0,比例,,
はぎうだ こういち,346,東京24区,,,萩生田,光一,はぎうだ,こういち,54,自民,公明,前,4,比例,,
いいだ みやこ,347,東京24区,,,飯田,美弥子,いいだ,みやこ,57,共産,,新,0,比例,,
たかはし なりひさ,348,東京24区,,,高橋,斉久,たかはし,なりひさ,44,立憲,,新,0,比例,,
いのうえ たかし,349,東京25区,,,井上,宣,いのうえ,たかし,43,共産,,新,0,,,
やました ようこ,350,東京25区,,,山下,容子,やました,ようこ,58,立憲,,新,0,比例,,
いのうえ しんじ,351,東京25区,,,井上,信治,いのうえ,しんじ,48,自民,公明,前,5,比例,,
おざわ さきひと,352,東京25区,,,小沢,鋭仁,おざわ,さきひと,63,希望,,前,8,比例,,
まつもと じゅん,353,神奈川1区,,,松本,純,まつもと,じゅん,67,自民,公明,前,6,比例,,
ながしま かずよし,354,神奈川1区,,,長島,一由,ながしま,かずよし,50,希望,,元,1,比例,,
しのはら ごう,355,神奈川1区,,,篠原,豪,しのはら,ごう,42,立憲,,前,1,比例,,
たかはし のえ,356,神奈川2区,,,高橋,野枝,たかはし,のえ,43,立憲,,新,0,比例,,
すが よしひで,357,神奈川2区,,,菅,義偉,すが,よしひで,68,自民,公明,前,7,比例,,
おおぬき きよふみ,358,神奈川2区,,,大貫,清文,おおぬき,きよふみ,60,共産,,新,0,,,
はしもと くみ,359,神奈川2区,,,橋本,久美,はしもと,くみ,48,希望,,新,0,比例,,
いき あいこ,360,神奈川3区,,,壹岐,愛子,いき,あいこ,32,諸派,,新,0,,,
かつまた こういちろう,361,神奈川3区,,,勝又,恒一郎,かつまた,こういちろう,54,希望,,元,1,比例,,
おこのぎ はちろう,362,神奈川3区,,,小此木,八郎,おこのぎ,はちろう,52,自民,公明,前,7,比例,,
いとう くみこ,363,神奈川3区,,,伊藤,久美子,いとう,くみこ,57,無所,立憲,新,0,,,
くぎまる すすむ,364,神奈川3区,,,釘丸,進,くぎまる,すすむ,44,共産,,新,0,,,
やまもと ともひろ,365,神奈川4区,,,山本,朋広,やまもと,ともひろ,42,自民,公明,前,3,比例,,
わせだ ゆき,366,神奈川4区,,,早稲田,夕季,わせだ,ゆき,58,立憲,,新,0,比例,,
あさお けいいちろう,367,神奈川4区,,,浅尾,慶一郎,あさお,けいいちろう,53,無所,,前,3,,,
かざま のりこ,368,神奈川4区,,,風間,法子,かざま,のりこ,47,希望,維新,新,0,比例,,
さかい まなぶ,369,神奈川5区,,,坂井,学,さかい,まなぶ,52,自民,公明,前,3,比例,,
よこやま せいご,370,神奈川5区,,,横山,征吾,よこやま,せいご,46,共産,,新,0,,,
よしおか けんじ,371,神奈川5区,,,吉岡,憲史,よしおか,けんじ,39,希望,,新,0,比例,,
くしだ せいいち,372,神奈川6区,,,串田,誠一,くしだ,せいいち,59,維新,,新,0,比例,,
あおやぎ よういちろう,373,神奈川6区,,,青柳,陽一郎,あおやぎ,よういちろう,48,立憲,,前,2,比例,,
うえだ いさむ,374,神奈川6区,,,上田,勇,うえだ,いさむ,59,公明,自民,前,7,,,
すずき けいすけ,375,神奈川7区,,,鈴木,馨祐,すずき,けいすけ,40,自民,公明,前,3,比例,,
かわの あん,376,神奈川7区,,,川野,案,かわの,あん,35,希望,,新,0,比例,,
なかたに かずま,377,神奈川7区,,,中谷,一馬,なかたに,かずま,34,立憲,,新,0,比例,,
かとう りか,378,神奈川8区,,,加藤,リカ,かとう,りか,45,共産,,新,0,,,
おおにし つねき,379,神奈川8区,,,大西,恒樹,おおにし,つねき,53,諸派,,新,0,,,
えだ けんじ,380,神奈川8区,,,江田,憲司,えだ,けんじ,61,無所,,前,5,,,
みたに ひでひろ,381,神奈川8区,,,三谷,英弘,みたに,ひでひろ,41,自民,公明,元,1,比例,,
さいとう のどか,382,神奈川9区,,,斉藤,温,さいとう,のどか,26,共産,,新,0,,,
なかやま のりひろ,383,神奈川9区,,,中山,展宏,なかやま,のりひろ,49,自民,公明,前,2,比例,,
りゅう ひろふみ,384,神奈川9区,,,笠,浩史,りゅう,ひろふみ,52,希望,,前,5,比例,,
いちかわ よしこ,385,神奈川10区,,,市川,佳子,いちかわ,よしこ,53,希望,,新,0,比例,,
はたの きみえ,386,神奈川10区,,,畑野,君枝,はたの,きみえ,60,共産,,前,1,比例,,
たなか かずのり,387,神奈川10区,,,田中,和徳,たなか,かずのり,68,自民,公明,前,7,比例,,
せと かずひろ,388,神奈川11区,,,瀬戸,和弘,せと,かずひろ,65,共産,,新,0,,,
ましろ りょう,389,神奈川11区,,,真白,リョウ,ましろ,りょう,41,希望,,新,0,比例,,
こいずみ しんじろう,390,神奈川11区,,,小泉,進次郎,こいずみ,しんじろう,36,自民,,前,3,,,
あくつ たかゆき,391,神奈川11区,,,圷,孝行,あくつ,たかゆき,67,諸派,,新,0,,,
はら てるお,392,神奈川12区,,,原,輝雄,はら,てるお,43,希望,,新,0,比例,,
ほしの つよし,393,神奈川12区,,,星野,剛士,ほしの,つよし,54,自民,公明,前,2,比例,,
あべ ともこ,394,神奈川12区,,,阿部,知子,あべ,ともこ,69,立憲,,前,6,比例,,
あまり あきら,395,神奈川13区,,,甘利,明,あまり,あきら,68,自民,公明,前,11,比例,,
ふとり ひでし,396,神奈川13区,,,太,栄志,ふとり,ひでし,40,希望,,新,0,比例,,
おかざき ゆたか,397,神奈川13区,,,岡崎,裕,おかざき,ゆたか,39,共産,,新,0,比例,,
もとむら けんたろう,398,神奈川14区,,,本村,賢太郎,もとむら,けんたろう,47,希望,,前,2,比例,,
なかのわたり じゅん,399,神奈川14区,,,中野渡,旬,なかのわたり,じゅん,69,共産,,新,0,,,
あかま じろう,400,神奈川14区,,,赤間,二郎,あかま,じろう,49,自民,公明,前,3,比例,,
こうの たろう,401,神奈川15区,,,河野,太郎,こうの,たろう,54,自民,公明,前,7,比例,,
ささき かつみ,402,神奈川15区,,,佐々木,克己,ささき,かつみ,62,社民,,新,0,比例,,
のぎ りょうすけ,403,神奈川15区,,,乃木,涼介,のぎ,りょうすけ,53,希望,,新,0,比例,,
よしいえ ひろゆき,404,神奈川16区,,,義家,弘介,よしいえ,ひろゆき,46,自民,公明,前,2,比例,,
ごとう ゆういち,405,神奈川16区,,,後藤,祐一,ごとう,ゆういち,48,希望,,前,3,比例,,
いけだ ひろひで,406,神奈川16区,,,池田,博英,いけだ,ひろひで,54,共産,,新,0,,,
よこた えいじ,407,神奈川17区,,,横田,英司,よこた,えいじ,59,共産,,新,0,,,
まきしま かれん,408,神奈川17区,,,牧島,かれん,まきしま,かれん,40,自民,公明,前,2,比例,,
かみやま ようすけ,409,神奈川17区,,,神山,洋介,かみやま,ようすけ,42,希望,,前,2,比例,,
やまぎわ だいしろう,410,神奈川18区,,,山際,大志郎,やまぎわ,だいしろう,49,自民,公明,前,4,比例,,
みむら かずや,411,神奈川18区,,,三村,和也,みむら,かずや,42,希望,,元,1,比例,,
わかばやし やすひさ,412,神奈川18区,,,若林,靖久,わかばやし,やすひさ,32,共産,,新,0,比例,,
にしむら ちなみ,413,新潟1区,,,西村,智奈美,にしむら,ちなみ,50,立憲,共産/社民,前,4,比例,,
いしざき とおる,414,新潟1区,,,石崎,徹,いしざき,とおる,33,自民,公明,前,2,比例,,
ほそだ けんいち,415,新潟2区,,,細田,健一,ほそだ,けんいち,53,自民,公明,前,2,比例,,
わしお えいいちろう,416,新潟2区,,,鷲尾,英一郎,わしお,えいいちろう,40,無所,,前,4,,,
いがらし たけひこ,417,新潟2区,,,五十嵐,健彦,いがらし,たけひこ,37,共産,,新,0,,,
みむら よいち,418,新潟3区,,,三村,誉一,みむら,よいち,71,無所,,新,0,,,
さいとう ひろあき,419,新潟3区,,,斎藤,洋明,さいとう,ひろあき,40,自民,公明,前,2,比例,,
くろいわ たかひろ,420,新潟3区,,,黒岩,宇洋,くろいわ,たかひろ,51,無所,共産/社民,前,2,,,
きくた まきこ,421,新潟4区,,,菊田,真紀子,きくた,まきこ,47,無所,共産/社民,前,5,,,
かねこ めぐみ,422,新潟4区,,,金子,恵美,かねこ,めぐみ,39,自民,公明,前,2,比例,,
いずみだ ひろひこ,423,新潟5区,,,泉田,裕彦,いずみだ,ひろひこ,55,自民,公明,新,0,比例,,
かさはら れいか,424,新潟5区,,,笠原,麗香,かさはら,れいか,25,諸派,,新,0,,,
おおだいら えつこ,425,新潟5区,,,大平,悦子,おおだいら,えつこ,61,無所,共産/自由/社民,新,0,,,
たかとり しゅういち,426,新潟6区,,,高鳥,修一,たかとり,しゅういち,57,自民,公明,前,3,比例,,
うめたに まもる,427,新潟6区,,,梅谷,守,うめたに,まもる,43,無所,共産/社民,新,0,,,
たばた ひろあき,428,富山1区,,,田畑,裕明,たばた,ひろあき,44,自民,公明,前,2,比例,,
よしだ とよふみ,429,富山1区,,,吉田,豊史,よしだ,とよふみ,47,維新,希望,前,1,比例,,
あおやま りょうすけ,430,富山1区,,,青山,了介,あおやま,りょうすけ,42,共産,,新,0,,,
みやこし みつひろ,431,富山2区,,,宮腰,光寛,みやこし,みつひろ,66,自民,公明,前,7,比例,,
やまざき あきら,432,富山2区,,,山崎,彰,やまざき,あきら,67,社民,立憲,新,0,比例,,
